City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
98,sambava,-14.2667,50.1667,26.890000000000043,82,39,3.51,MG,1680530353
99,praia da vitoria,38.7333,-27.0667,17.140000000000043,67,20,3.37,PT,1680530353
100,guerrero negro,27.9769,-114.0611,13.510000000000048,81,98,8.0,MX,1680530353
101,abbeville,50.1,1.8333,11.939999999999998,53,4,5.78,FR,1680530354
102,chumikan,54.7183,135.315,-3.409999999999968,96,100,6.61,RU,1680530357
103,amapa,1.0,-52.0,27.870000000000005,60,89,2.22,BR,1680530358
104,huarmey,-10.0681,-78.1522,26.430000000000007,75,100,1.99,PE,1680530358
105,rocha,-34.4833,-54.3333,16.24000000000001,90,100,2.85,UY,1680530358
106,tonekabon,36.8163,50.8738,14.970000000000027,79,35,2.22,IR,1680530359
107,los llanos de aridane,28.6585,-17.9182,20.860000000000014,80,20,7.72,ES,1680530359
108,hambantota,6.1241,81.1185,28.189999999999998,89,40,1.54,LK,1680530360
109,kirakira,-10.4544,161.9205,26.890000000000043,85,42,2.91,SB,1680530360
110,jizan,17.3333,42.6667,31.52000000000004,55,94,5.57,SA,1680530360
111,lincoln,40.8,-96.667,10.140000000000043,36,100,4.02,US,1680530224
112,talcahuano,-36.7167,-73.1167,12.82000000000005,82,0,3.09,CL,1680530361
113,koslan,63.4564,48.8989,-2.7299999999999613,84,76,4.57,RU,1680530361
114,qaanaaq,77.484,-69.3632,-23.389999999999986,71,0,2.22,GL,1680530362
115,bengkulu,-3.8004,102.2655,24.710000000000036,88,100,1.84,ID,1680530362
116,spodnja idrija,46.0319,14.0272,15.620000000000005,48,29,6.24,SI,1680530363
117,gorontalo,0.5412,123.0595,24.140000000000043,95,100,1.76,ID,1680530364
118,lagunas,-5.2269,-75.6753,22.900000000000034,98,100,0.57,PE,1680530364
119,shar,49.5886,81.0453,-0.7099999999999795,52,0,2.63,KZ,1680530364
120,bhadasar,28.2833,74.3167,26.03000000000003,41,83,2.64,IN,1680530365
121,kizukuri,40.8061,140.3861,5.2900000000000205,89,0,1.36,JP,1680530365
122,umm lajj,25.0213,37.2685,25.140000000000043,55,3,3.95,SA,1680530367
123,ilulissat,69.2167,-51.1,-18.46999999999997,80,7,1.0,GL,1680530368
124,millinocket,45.6573,-68.7098,-0.9399999999999977,55,20,0.0,US,1680530241
125,rudnichnyy,59.617,52.4703,6.650000000000034,91,100,2.91,RU,1680530369
126,bethel,41.3712,-73.414,7.7000000000000455,50,0,3.6,US,1680530369
127,mar del plata,-38.0023,-57.5575,23.379999999999995,69,0,5.14,AR,1680530370
128,kununurra,-15.7667,128.7333,25.99000000000001,83,88,1.54,AU,1680530371
129,norman wells,65.282,-126.8329,-11.979999999999961,85,100,2.06,CA,1680530372
130,ouesso,1.6136,16.0517,34.93000000000001,38,91,1.49,CG,1680530372
131,nelson bay,-32.7167,152.15,21.110000000000014,95,70,1.34,AU,1680530372
132,verkhnevilyuysk,63.4453,120.3167,-7.859999999999957,98,100,1.47,RU,1680530373
133,la ronge,55.1001,-105.2842,-19.859999999999985,65,40,1.54,CA,1680530373
134,port hardy,50.6996,-127.4199,5.0,93,20,3.09,CA,1680530374
135,tasiilaq,65.6145,-37.6368,-3.1200000000000045,77,100,2.57,GL,1680530374
136,hermanus,-34.4187,19.2345,20.450000000000045,61,14,4.21,ZA,1680530374
137,natal,-5.795,-35.2094,31.360000000000014,58,40,4.63,BR,1680530375
138,palm coast,29.585,-81.2078,24.480000000000018,87,100,0.89,US,1680530375
139,esmeralda,21.8525,-78.1169,27.700000000000045,53,22,4.65,CU,1680530375
140,college,64.8569,-147.8028,-13.819999999999993,84,40,2.57,US,1680530376
141,yar-sale,66.8333,70.8333,-23.919999999999987,98,6,2.6,RU,1680530376
142,chokurdakh,70.6333,147.9167,-13.099999999999966,87,100,6.19,RU,1680530376
143,makakilo city,21.3469,-158.0858,21.180000000000007,92,75,3.6,US,1680530376
144,tipuani,-15.5648,-68.0185,24.33000000000004,85,100,0.62,BO,1680530377
145,mount gambier,-37.8333,140.7667,9.890000000000043,97,15,1.53,AU,1680530377
146,ardmore,34.1743,-97.1436,17.700000000000045,96,75,4.02,US,1680530377
147,okhotsk,59.3833,143.3,-15.45999999999998,88,40,1.89,RU,1680530377
148,boa vista,2.8197,-60.6733,27.99000000000001,54,40,9.77,BR,1680530118
149,torit,4.4133,32.5678,32.650000000000034,34,63,1.03,SS,1680530378
150,east london,-33.0153,27.9116,23.52000000000004,68,20,9.26,ZA,1680530378
151,ulladulla,-35.35,150.4667,14.870000000000005,97,77,1.34,AU,1680530379
152,kiruna,67.8557,20.2251,-2.4899999999999523,46,0,11.83,SE,1680530379
153,awjilah,29.1081,21.2869,26.53000000000003,31,0,7.65,LY,1680530379
154,hualmay,-11.0964,-77.6139,24.340000000000032,79,73,3.67,PE,1680530379
155,bara,10.3744,10.7288,39.14000000000004,7,83,2.4,NG,1680530379
156,altay,47.8667,88.1167,-6.0,45,0,3.69,CN,1680530380
157,cabo rojo,18.0866,-67.1457,29.850000000000023,62,0,2.24,PR,1680530380
158,auki,-8.7676,160.7034,28.0,75,13,3.01,SB,1680530380
159,fortuna,40.5982,-124.1573,2.740000000000009,94,87,4.88,US,1680530380
160,raudeberg,61.9875,5.1352,7.2000000000000455,70,100,9.53,NO,1680530381
161,tambacounda,13.7539,-13.7586,39.05000000000001,17,5,1.13,SN,1680530381
162,rikitea,-23.1203,-134.9692,26.78000000000003,81,31,6.16,PF,1680530382
163,lichinga,-13.3128,35.2406,23.05000000000001,68,75,4.63,MZ,1680530382
164,carnarvon,-24.8667,113.6333,23.850000000000023,75,99,4.61,AU,1680530382
165,bredasdorp,-34.5322,20.0403,21.860000000000014,52,65,7.5,ZA,1680530382
166,mackenzie,55.2999,-123.1698,-9.879999999999995,92,0,0.0,CA,1680530382
167,tuatapere,-46.1333,167.6833,10.450000000000045,93,68,1.09,NZ,1680530383
168,severo-kurilsk,50.6789,156.125,0.36000000000001364,86,58,4.68,RU,1680530383
169,geraldton,-28.7667,114.6,22.230000000000018,78,40,7.72,AU,1680530282
170,sao joao da barra,-21.6403,-41.0511,27.05000000000001,58,100,2.41,BR,1680530383
171,hofn,64.2539,-15.2082,7.010000000000048,93,100,8.23,IS,1680530383
172,chara,56.9064,118.2631,-12.879999999999995,77,100,2.8,RU,1680530383
173,tilichiki,60.4667,166.1,-9.699999999999989,96,100,3.87,RU,1680530383
174,kyra,49.5776,111.9753,-11.989999999999952,72,0,2.36,RU,1680530383
175,iqaluit,63.7506,-68.5145,-16.149999999999977,60,75,2.57,CA,1680530384
176,padang,-0.9492,100.3543,26.03000000000003,86,100,1.69,ID,1680530384
177,georgetown,5.4112,100.3354,27.970000000000027,78,20,0.0,MY,1680530220
178,san cristobal,7.7669,-72.225,20.100000000000023,53,93,0.57,VE,1680530384
179,port blair,11.6667,92.75,29.02000000000004,70,40,1.03,IN,1680530384
180,tekkali,18.6167,84.2333,28.99000000000001,69,100,3.49,IN,1680530384
181,andenes,69.3143,16.1194,4.400000000000034,87,75,6.17,NO,1680530384
182,hearst,49.6835,-83.6665,-11.859999999999957,94,100,4.69,CA,1680530384
183,fort walton beach,30.4058,-86.6188,24.260000000000048,94,20,6.71,US,1680530325
184,filadelfia,39.9523,-75.1638,11.870000000000005,54,22,2.24,US,1680530225
185,bandarban,22.1965,92.2262,23.140000000000043,84,54,1.22,BD,1680530385
186,saint-raymond,45.467,-73.6095,3.9399999999999977,52,100,7.2,CA,1680530385
187,sitka,57.0531,-135.33,0.3900000000000432,96,100,1.32,US,1680530385
188,maceio,-9.6658,-35.7353,30.689999999999998,62,75,4.63,BR,1680530385
189,lukang,24.0567,120.4352,23.920000000000016,90,2,2.43,TW,1680530385
190,itabera,-23.8619,-49.1372,22.74000000000001,57,0,2.74,BR,1680530385
191,pemberton,50.3164,-122.8027,-3.169999999999959,83,18,1.69,CA,1680530385
192,barwadih,23.8333,84.1167,29.410000000000025,21,64,2.43,IN,1680530386
193,lufilufi,-13.8745,-171.5986,23.879999999999995,74,100,1.7,WS,1680530386
194,cidreira,-30.1811,-50.2056,23.870000000000005,60,10,3.98,BR,1680530267
195,paamiut,61.994,-49.6678,0.8600000000000136,79,100,4.69,GL,1680530386
196,popondetta,-8.7537,148.2534,23.57000000000005,92,89,1.18,PG,1680530386
197,olinda,-8.0089,-34.8553,29.850000000000023,62,20,3.6,BR,1680530387
198,saint-georges,12.0564,-61.7485,26.640000000000043,69,10,6.28,GD,1680530387
199,port-gentil,-0.7193,8.7815,29.980000000000018,79,40,6.17,GA,1680530387
200,khorixas,-20.3667,14.9667,32.860000000000014,19,93,5.03,NA,1680530387
201,mahebourg,-20.4081,57.7,29.160000000000025,70,20,4.12,MU,1680530284
202,anadyr,64.75,177.4833,-23.71999999999997,77,20,5.0,RU,1680530387
203,flinders,-34.5833,150.8552,19.650000000000034,83,32,0.89,AU,1680530387
204,yulara,-25.2406,130.9889,26.170000000000016,39,16,5.88,AU,1680530387
205,ayan,56.45,138.1667,-5.169999999999959,93,100,1.77,RU,1680530388
206,fredericksburg,38.3032,-77.4605,12.510000000000048,71,0,3.6,US,1680530316
207,berlevag,70.8578,29.0864,-1.0,69,75,14.4,NO,1680530388
208,sioux lookout,50.1001,-91.917,-10.95999999999998,79,75,3.6,CA,1680530388
209,isa khel,36.6702,68.8443,17.360000000000014,64,100,2.95,AF,1680530388
210,piacabucu,-10.4056,-36.4344,29.49000000000001,61,97,3.64,BR,1680530389
211,cockburn town,21.4612,-71.1419,25.980000000000018,65,40,5.14,TC,1680530389
212,tamiahua,21.2667,-97.45,24.950000000000045,85,100,3.01,MX,1680530389
213,vanimo,-2.6741,141.3028,26.03000000000003,86,99,0.84,PG,1680530389
214,buraydah,26.326,43.975,27.25,11,0,4.28,SA,1680530389
215,tucurui,-3.7661,-49.6725,22.620000000000005,99,100,0.82,BR,1680530389
216,khandbari,27.3747,87.2039,18.379999999999995,64,99,1.97,NP,1680530390
217,totness,5.8833,-56.3167,26.710000000000036,73,25,6.93,SR,1680530390
218,jacqueville,5.2052,-4.4146,28.060000000000002,75,54,4.63,CI,1680530390
219,asau,46.4333,26.4,9.510000000000048,90,100,2.61,RO,1680530390
220,namatanai,-3.6667,152.4333,26.75,81,80,2.74,PG,1680530390
221,carson city,39.1638,-119.7674,-1.759999999999991,65,75,4.12,US,1680530390
222,mersing,2.4312,103.8405,25.950000000000045,89,20,1.54,MY,1680530390
223,anshun,26.25,105.9333,21.54000000000002,36,1,9.24,CN,1680530390
224,kumluca,36.3703,30.2869,17.83000000000004,66,51,3.06,TR,1680530391
225,huanan,46.2167,130.5167,9.110000000000014,52,100,7.74,CN,1680530391
226,cayenne,4.9333,-52.3333,28.02000000000004,69,75,5.14,GF,1680530109
227,bodden town,19.2833,-81.25,28.32000000000005,72,20,4.63,KY,1680530391
228,baza,37.4907,-2.7726,18.650000000000034,9,61,4.08,ES,1680530391
229,tenkodogo,11.78,-0.3697,38.54000000000002,6,74,3.35,BF,1680530391
230,nantucket,41.2835,-70.0995,7.270000000000039,57,24,4.75,US,1680530391
231,sur,22.5667,59.5289,24.170000000000016,60,4,5.45,OM,1680530392
232,nyurba,63.2842,118.3319,-7.7099999999999795,96,100,1.98,RU,1680530392
233,rasshevatskaya,45.5748,41.035,10.980000000000018,89,100,3.12,RU,1680530392
234,gat,31.61,34.7642,29.110000000000014,38,0,4.35,IL,1680530392
235,golitsyno,55.6122,36.9833,12.230000000000018,58,0,4.0,RU,1680530392
236,lata,40.1629,-8.3327,20.510000000000048,38,100,3.4,PT,1680530392
237,aitape,-3.1374,142.3475,25.810000000000002,84,82,1.84,PG,1680530393
238,lorengau,-2.0226,147.2712,26.629999999999995,77,67,0.98,PG,1680530393
239,faanui,-16.4833,-151.75,27.439999999999998,71,15,1.44,PF,1680530393
240,shaunavon,49.6501,-108.4181,-8.120000000000005,96,99,2.0,CA,1680530393
241,roebourne,-20.7833,117.1333,29.08000000000004,68,12,5.87,AU,1680530393
242,dharchula,29.85,80.5333,15.110000000000014,90,100,0.5,IN,1680530393
243,luebo,-5.35,21.4167,27.460000000000036,71,95,0.27,CD,1680530393
244,san patricio,28.017,-97.5169,24.939999999999998,84,95,4.8,US,1680530393
245,nushki,29.5542,66.0215,23.08000000000004,21,12,4.51,PK,1680530393
246,sistranda,63.7256,8.834,4.980000000000018,81,100,8.58,NO,1680530394
247,svetlaya,46.5389,138.3297,3.8799999999999955,83,100,3.03,RU,1680530394
248,hanyang,32.1371,105.5126,7.610000000000014,86,68,3.15,CN,1680530394
249,saint-pierre,-21.3393,55.4781,25.870000000000005,83,100,1.03,RE,1680530394
250,gardenstown,57.671,-2.336,10.450000000000045,59,75,9.43,GB,1680530394
251,marawi,7.9986,124.2928,20.370000000000005,96,81,0.22,PH,1680530394
252,tateyama,34.9833,139.8667,12.210000000000036,55,5,6.06,JP,1680530394
253,cabo san lucas,22.8909,-109.9124,23.060000000000002,51,20,1.54,MX,1680530394
254,japura,-0.3167,102.35,23.689999999999998,97,100,1.25,ID,1680530395
255,razole,16.4833,81.8333,27.370000000000005,82,71,4.28,IN,1680530395
256,ascension,30.2169,-90.9001,25.010000000000048,86,100,4.12,US,1680530395
257,nouadhibou,20.931,-17.0347,33.99000000000001,18,1,8.23,MR,1680530395
258,arrifes,37.7667,-25.7,14.140000000000043,72,75,3.09,PT,1680530395
259,kongoussi,13.3258,-1.5347,37.85000000000002,6,95,2.05,BF,1680530395
260,benghazi,32.1167,20.0667,16.620000000000005,69,0,11.57,LY,1680530396
261,kavieng,-2.5744,150.7967,28.950000000000045,73,100,3.5,PG,1680530396
262,tupelo,34.2576,-88.7034,14.379999999999995,97,100,3.09,US,1680530396
263,starkville,33.4504,-88.8184,14.689999999999998,97,100,3.24,US,1680530396
264,upata,8.0086,-62.3989,29.950000000000045,44,98,2.58,VE,1680530396
265,semenivka,52.1783,32.5818,6.830000000000041,90,100,2.78,UA,1680530396
266,khorramabad,33.4878,48.3558,16.79000000000002,36,20,5.14,IR,1680530397
267,plettenberg bay,-34.0527,23.3716,19.610000000000014,71,25,6.44,ZA,1680530397
268,pemangkat,1.1667,108.9667,26.160000000000025,74,100,1.12,ID,1680530397
269,khorinsk,52.1657,109.7726,-9.310000000000002,58,13,4.46,RU,1680530397
270,mahon,39.8885,4.2658,15.310000000000002,55,40,8.75,ES,1680530397
271,vaitape,-16.5167,-151.75,27.57000000000005,70,33,1.78,PF,1680530397
272,nanortalik,60.1432,-45.2371,2.890000000000043,92,100,2.7,GL,1680530399
273,sault sainte marie,46.5168,-84.3333,3.3100000000000023,87,0,4.63,CA,1680530298
274,sangar,63.9242,127.4739,-13.649999999999977,91,100,1.3,RU,1680530399
275,inuvik,68.3499,-133.7218,-16.519999999999982,85,40,3.6,CA,1680530399
276,maragogi,-9.0122,-35.2225,29.04000000000002,64,20,3.57,BR,1680530399
277,diamantino,-14.4086,-56.4461,27.170000000000016,72,62,2.93,BR,1680530399
278,nyeri,-0.4201,36.9476,20.350000000000023,75,71,2.85,KE,1680530399
279,kaina,12.6374,8.5873,37.54000000000002,5,100,3.47,NG,1680530399
280,ocampo,21.65,-101.5,18.180000000000007,15,13,1.01,MX,1680530400
281,fomboni,-12.28,43.7425,28.140000000000043,75,85,3.26,KM,1680530400
282,laguna,38.421,-121.4238,5.220000000000027,76,14,2.6,US,1680530401
283,pevek,69.7008,170.3133,-33.27999999999997,100,85,3.13,RU,1680530406
284,taoudenni,22.6783,-3.9836,36.51000000000005,4,0,0.92,ML,1680530409
285,kudahuvadhoo,2.6708,72.8944,28.379999999999995,72,81,4.07,MV,1680530416
286,north bend,43.4065,-124.2243,2.82000000000005,95,100,5.66,US,1680530422
287,svetlogorsk,52.6333,29.7333,1.240000000000009,97,100,5.56,BY,1680530439
288,saucillo,28.0167,-105.2833,17.99000000000001,17,100,2.15,MX,1680530441
289,tupik,54.4253,119.9327,-11.079999999999984,84,98,3.93,RU,1680530441
290,vardo,70.3705,31.1107,-3.009999999999991,86,20,15.95,NO,1680530445
291,kanniyakumari,8.0833,77.5667,27.860000000000014,75,8,2.77,IN,1680530446
292,esperance,-33.8667,121.9,19.57000000000005,82,94,2.64,AU,1680530446
293,touros,-5.1989,-35.4608,29.920000000000016,61,98,3.7,BR,1680530446
294,gisborne,-38.6533,178.0042,12.629999999999995,98,100,1.62,NZ,1680530447
295,goya,-29.14,-59.2626,28.390000000000043,24,42,2.18,AR,1680530174
296,esmeraldas,-19.7625,-44.3139,24.58000000000004,73,100,2.47,BR,1680530447
297,iquitos,-3.7481,-73.2472,24.02000000000004,94,75,1.03,PE,1680530448
298,batagay-alyta,67.8006,130.4114,-17.75999999999999,88,93,3.21,RU,1680530449
299,camargo,27.6667,-105.1667,19.430000000000007,15,100,1.22,MX,1680530449
300,hamilton,39.1834,-84.5333,13.300000000000011,67,100,0.89,US,1680530321
301,tukrah,32.5341,20.5791,17.710000000000036,58,2,11.19,LY,1680530451
302,prince rupert,54.3161,-130.3201,3.830000000000041,93,100,6.17,CA,1680530267
303,eureka,40.8021,-124.1637,2.890000000000043,96,92,0.45,US,1680530431
304,kotka,60.4664,26.9458,1.5900000000000318,79,52,7.26,FI,1680530453
305,biloela,-24.4167,150.5,19.970000000000027,87,1,2.23,AU,1680530453
306,salalah,17.0151,54.0924,31.370000000000005,35,23,4.21,OM,1680530453
307,marshfield,44.6689,-90.1718,5.800000000000011,80,75,4.78,US,1680530453
308,hasaki,35.7333,140.8333,9.560000000000002,49,0,5.54,JP,1680530453
309,limbdi,22.5667,71.8,32.74000000000001,17,5,6.78,IN,1680530453
310,bam,29.106,58.357,22.110000000000014,10,0,4.99,IR,1680530458
311,beyneu,45.3167,55.2,14.590000000000032,31,100,2.77,KZ,1680530458
312,saint anthony,45.0205,-93.218,3.2700000000000387,77,100,1.79,US,1680530459
313,avera,33.194,-82.5271,12.990000000000009,66,100,3.18,US,1680530459
314,itarema,-2.9248,-39.9167,28.850000000000023,68,72,0.45,BR,1680530459
315,vila franca do campo,37.7167,-25.4333,15.230000000000018,56,47,1.47,PT,1680530459
316,ternate,0.8,127.4,27.170000000000016,82,85,3.19,ID,1680530460
317,rapina,58.0981,27.4636,-0.5299999999999727,87,100,5.62,EE,1680530460
318,pauini,-7.7136,-66.9764,24.670000000000016,91,96,1.44,BR,1680530461
319,xining,36.6167,101.7667,3.580000000000041,65,100,4.19,CN,1680530462
320,salinopolis,-0.6136,-47.3561,26.74000000000001,78,67,2.78,BR,1680530175
321,marzuq,14.4,46.4667,26.49000000000001,55,100,4.32,YE,1680530468
322,krasnoyarka,55.3333,73.1167,6.970000000000027,89,0,2.06,RU,1680530469
323,constitucion,-35.3333,-72.4167,18.010000000000048,51,100,2.93,CL,1680530475
324,leua,48.2156,18.6071,8.610000000000014,40,99,7.24,SK,1680530473
325,mandalgovi,45.7625,106.2708,-8.509999999999991,57,97,4.79,MN,1680530491
326,rio gallegos,-51.6226,-69.2181,13.03000000000003,47,75,8.23,AR,1680530498
327,harlingen,26.1906,-97.6961,24.950000000000045,97,9,7.31,US,1680530348
328,ekibastuz,51.6667,75.3667,6.210000000000036,35,0,4.36,KZ,1680530499
329,mancio lima,-7.6142,-72.8958,25.04000000000002,94,75,0.0,BR,1680530500
330,sao jose da coroa grande,-8.8978,-35.1478,29.170000000000016,63,24,3.44,BR,1680530501
331,korla,41.7597,86.1469,5.28000000000003,16,71,4.17,CN,1680530502
